ID,수요량
TEST_0194,2798.2917
TEST_0195,114.450485
TEST_0196,42.58332
TEST_0197,31.377981
TEST_0198,250.92097
TEST_0199,242.17615
TEST_0200,389.03836
TEST_0201,38.0886
TEST_0202,47.589897
TEST_0203,229.01071
TEST_0204,108.88513
TEST_0205,188.90292
TEST_0206,248.57532
TEST_0207,130.50197
TEST_0208,354.16632
TEST_0209,56.29916
TEST_0210,45.467476
TEST_0211,86.61919
TEST_0212,212.29144
TEST_0213,359.6423
TEST_0214,473.70462
TEST_0215,45.15403
TEST_0216,548.41394
TEST_0217,95.60472
TEST_0218,44.572765
TEST_0219,492.0821
TEST_0220,655.96466
TEST_0221,708.6531
TEST_0222,105.9846
TEST_0223,66.42284
TEST_0224,136.17294
TEST_0225,140.74814
TEST_0226,157.79126
TEST_0227,175.5762
TEST_0228,31.706
TEST_0229,497.6574
TEST_0230,62.683678
TEST_0231,474.33344
TEST_0232,97.86242
TEST_0233,204.02673
TEST_0234,186.09372
TEST_0235,83.63744
TEST_0236,57.01406
TEST_0237,92.524345
TEST_0238,174.89311
TEST_0239,85.53183
TEST_0240,44.53803
TEST_0241,37.42518
TEST_0242,1122.4595
TEST_0243,180.60437
TEST_0244,429.50058
TEST_0245,165.55115
TEST_0246,73.43484
TEST_0247,54.813084
TEST_0248,206.30032
TEST_0249,79.24338
TEST_0250,42.482872
TEST_0251,335.9578
TEST_0252,230.75206
TEST_0253,86.08103
TEST_0254,600.4166
TEST_0255,561.9558
TEST_0256,79.78351
TEST_0257,1245.5278
TEST_0258,106.044624
TEST_0259,289.77206
TEST_0260,37.00846
TEST_0261,704.32434
TEST_0262,1044.8302
TEST_0263,100.93684
TEST_0264,101.84274
TEST_0265,74.84149
TEST_0266,745.93805
TEST_0267,385.81146
TEST_0268,28.393974
TEST_0269,550.9975
TEST_0270,299.17944
TEST_0271,98.88763
TEST_0272,40.657337
TEST_0273,130.3225
TEST_0274,136.83633
TEST_0275,53.99294
TEST_0276,210.18547
TEST_0277,236.3104
TEST_0278,71.16537
TEST_0279,399.10806
TEST_0280,61.381042
TEST_0281,59.8811
TEST_0282,210.66162
TEST_0283,57.265945
TEST_0284,78.65589
TEST_0285,38.453285
TEST_0286,346.8271
TEST_0287,31.499588
TEST_0288,91.06862
TEST_0289,100.56561
TEST_0290,508.20663
TEST_0291,51.242786
TEST_0292,154.49313
TEST_0293,217.96857
TEST_0294,42.42447
TEST_0295,259.7024
TEST_0296,23.86604
TEST_0297,74.206604
TEST_0298,973.6526
TEST_0299,230.40335
TEST_0300,52.740128
TEST_0301,121.26005
TEST_0302,549.77313
TEST_0303,140.86737
TEST_0304,330.91614
TEST_0305,205.78996
TEST_0306,92.943634
TEST_0307,54.97102
TEST_0308,213.95615
TEST_0309,453.36957
TEST_0310,61.811314
TEST_0311,67.452774
TEST_0312,66.15762
TEST_0313,146.32716
TEST_0314,81.899925
TEST_0315,52.12286
TEST_0316,184.2914
TEST_0317,34.276386
TEST_0318,594.70905
TEST_0319,161.5348
TEST_0320,40.77313
TEST_0321,32.595543
TEST_0322,142.76227
TEST_0323,145.73257
TEST_0324,56.46897
TEST_0325,279.15887
TEST_0326,991.6368
TEST_0327,293.8391
TEST_0328,164.48485
TEST_0329,50.323746
TEST_0330,41.196095
TEST_0331,181.60173
TEST_0332,71.63302
TEST_0333,70.61652
TEST_0334,130.06097
TEST_0335,185.0926
TEST_0336,622.75195
TEST_0337,33.125717
TEST_0338,215.55052
TEST_0339,68.03233
TEST_0340,66.89165
TEST_0341,370.29153
TEST_0342,187.28705
TEST_0343,63.827347
TEST_0344,55.365368
TEST_0345,86.03666
TEST_0346,143.40486
TEST_0347,164.61821
TEST_0348,126.23787
TEST_0349,181.3892
TEST_0350,634.0329
TEST_0351,751.05585
TEST_0352,79.084984
TEST_0353,607.6329
TEST_0354,67.26305
TEST_0355,353.2399
TEST_0356,44.65042
TEST_0357,79.11447
TEST_0358,260.3087
TEST_0359,252.41782
TEST_0360,30.609194
TEST_0361,413.83176
TEST_0362,79.08511
TEST_0363,77.123146
TEST_0364,363.7076
TEST_0365,94.581436
TEST_0366,52.770893
TEST_0367,401.65735
TEST_0368,259.3199
TEST_0369,44.260822
TEST_0370,61.908306
TEST_0371,142.14185
TEST_0372,286.35873
TEST_0373,299.71198
TEST_0374,239.90419
TEST_0375,475.923
TEST_0376,45.831814
TEST_0377,65.76267
TEST_0378,49.78946
TEST_0379,177.06792
TEST_0380,51.64007
TEST_0381,92.72348
TEST_0382,253.985
TEST_0383,45.05751
TEST_0384,32.679348
TEST_0385,64.711945
TEST_0386,267.0478
TEST_0387,83.595856
TEST_0388,583.67584
TEST_0389,27.489363
TEST_0390,113.251595
TEST_0391,47.09637
TEST_0392,28.980923
TEST_0393,315.1088
TEST_0394,152.04742
TEST_0395,68.61133
TEST_0396,41.48516
TEST_0397,460.17764
TEST_0398,171.37393
TEST_0399,206.36324
TEST_0400,50.08517
TEST_0401,110.392975
TEST_0402,30.856155
TEST_0403,52.8609
TEST_0404,91.417145
TEST_0405,56.20936
TEST_0406,128.4094
TEST_0407,25.765066
TEST_0408,112.49875
TEST_0409,63.862717
TEST_0410,44.683006
TEST_0411,176.49725
TEST_0412,241.74448
TEST_0413,391.7587
TEST_0414,27.511902
TEST_0415,462.35333
TEST_0416,307.14578
TEST_0417,158.70087
TEST_0418,34.73859
TEST_0419,53.565884
TEST_0420,66.41449
TEST_0421,130.35265
TEST_0422,912.3826
TEST_0423,68.67126
TEST_0424,759.2189
TEST_0425,142.4545
TEST_0426,61.39328
TEST_0427,468.26697
TEST_0428,315.3975
TEST_0429,153.1899
TEST_0430,61.33667
TEST_0431,172.66025
TEST_0432,220.1316
TEST_0433,320.3999
TEST_0434,553.0033
TEST_0435,1282.0579
TEST_0436,116.36937
TEST_0437,227.02158
TEST_0438,336.9833
TEST_0439,384.95892
TEST_0440,298.31754
TEST_0441,178.99086
TEST_0442,41.85523
TEST_0443,110.54998
TEST_0444,98.69781
TEST_0445,22.435417
TEST_0446,70.16681
TEST_0447,428.57318
TEST_0448,57.109333
TEST_0449,826.87366
TEST_0450,293.63034
TEST_0451,114.82889
TEST_0452,196.8145
TEST_0453,574.0033
TEST_0454,118.1327
TEST_0455,225.9449
TEST_0456,395.83148
TEST_0457,106.90836
TEST_0458,804.1418
TEST_0459,529.40027
TEST_0460,1308.0249
TEST_0461,443.64273
TEST_0462,27.184668
TEST_0463,203.8195
TEST_0464,807.952
TEST_0465,28.946123
TEST_0466,329.493
TEST_0467,496.4773
TEST_0468,92.59012
TEST_0469,1522.1575
TEST_0470,228.32455
TEST_0471,47.77741
TEST_0472,84.01381
TEST_0473,981.58563
TEST_0474,1459.8544
TEST_0475,377.56778
TEST_0476,248.24075
TEST_0477,487.1478
TEST_0478,369.58865
TEST_0479,915.68054
TEST_0480,786.65076
TEST_0481,90.282845
TEST_0482,70.1567
TEST_0483,197.75023
TEST_0484,384.7993
TEST_0485,94.84601
TEST_0486,813.44
TEST_0487,57.074722
TEST_0488,27.75066
TEST_0489,86.579765
TEST_0490,41.845844
TEST_0491,32.126724
TEST_0492,51.42709
TEST_0493,61.876575
TEST_0494,304.30823
TEST_0495,62.037212
TEST_0496,31.612467
TEST_0497,72.01757
TEST_0498,678.18
TEST_0499,60.819065
TEST_0500,235.84685
TEST_0501,285.12695
TEST_0502,424.89825
TEST_0503,64.62144
TEST_0504,169.86565
TEST_0505,193.26802
TEST_0506,115.35583
TEST_0507,42.99274
TEST_0508,971.23486
TEST_0509,325.6454
TEST_0510,217.24223
TEST_0511,32.4048
TEST_0512,170.57619
TEST_0513,179.47008
TEST_0514,69.90802
TEST_0515,58.4546
TEST_0516,70.82403
TEST_0517,51.604927
TEST_0518,57.364227
TEST_0519,33.129337
TEST_0520,874.6289
TEST_0521,197.39938
TEST_0522,153.40613
TEST_0523,308.8476
TEST_0524,424.44025
TEST_0525,217.35312
TEST_0526,155.64854
TEST_0527,37.864063
TEST_0528,206.08183
TEST_0529,47.483505
TEST_0530,161.18591
TEST_0531,632.7419
TEST_0532,112.19639
TEST_0533,274.67563
TEST_0534,530.28625
TEST_0535,232.38771
TEST_0536,245.13837
TEST_0537,27.096699
TEST_0538,60.681843
TEST_0539,173.40141
TEST_0540,541.9732
TEST_0541,888.769
TEST_0542,57.84
TEST_0543,69.87428
TEST_0544,1774.3436
TEST_0545,75.56069
TEST_0546,813.8292
TEST_0547,40.08574
TEST_0548,1124.506
TEST_0549,151.42126
TEST_0550,57.262768
TEST_0551,324.7174
TEST_0552,44.398304
TEST_0553,515.19775
TEST_0554,803.79266
TEST_0555,74.64431
TEST_0556,436.2533
TEST_0557,371.97617
TEST_0558,33.600105
TEST_0559,71.98065
TEST_0560,80.90076
TEST_0561,350.71466
TEST_0562,268.03372
TEST_0563,419.45807
TEST_0564,31.067251
TEST_0565,55.838867
TEST_0566,480.52405
TEST_0567,432.44766
TEST_0568,35.31018
TEST_0569,945.29175
TEST_0570,1075.2926
TEST_0571,192.70761
TEST_0572,70.57997
TEST_0573,787.58246
TEST_0574,147.58354
TEST_0575,806.9126
TEST_0576,562.66644
TEST_0577,47.195843
TEST_0578,57.406845
TEST_0579,549.35016
TEST_0580,48.980278
TEST_0581,57.154774
TEST_0582,34.107594
TEST_0583,74.544876
TEST_0584,200.31442
TEST_0585,77.24719
TEST_0586,85.80983
TEST_0587,202.59714
TEST_0588,176.91606
TEST_0589,342.8202
TEST_0590,404.63565
TEST_0591,125.090164
TEST_0592,60.34742
TEST_0593,100.90743
TEST_0594,49.81971
TEST_0595,151.64204
TEST_0596,111.63197
TEST_0597,162.7954
TEST_0598,70.53073
TEST_0599,146.02773
TEST_0600,69.71947
TEST_0601,416.59314
TEST_0602,104.47393
TEST_0603,66.06214
TEST_0604,461.20883
TEST_0605,52.822445
TEST_0606,1306.2013
TEST_0607,779.9926
TEST_0608,358.79147
TEST_0609,432.79956
TEST_0610,47.065407
TEST_0611,56.78969
TEST_0612,50.906464
TEST_0613,78.617256
TEST_0614,188.00813
TEST_0615,50.40787
TEST_0616,61.805298
TEST_0617,56.587505
TEST_0618,290.9279
TEST_0619,59.39613
TEST_0620,60.301033
TEST_0621,106.4729
TEST_0622,361.71463
TEST_0623,183.24365
TEST_0624,282.94266
TEST_0625,46.253956
TEST_0626,454.25238
TEST_0627,270.8602
TEST_0628,407.10217
TEST_0629,496.9856
TEST_0630,187.06383
TEST_0631,279.07672
TEST_0632,132.2383
TEST_0633,29.245907
TEST_0634,48.845924
TEST_0635,151.25607
TEST_0636,161.61269
TEST_0637,42.075165
TEST_0638,97.129
TEST_0639,346.8732
TEST_0640,148.57942
TEST_0641,133.98279
TEST_0642,328.56982
TEST_0643,1313.9106
TEST_0644,89.561455
TEST_0645,96.88678
TEST_0646,42.87181
TEST_0647,57.961563
TEST_0648,98.0851
TEST_0649,519.57697
TEST_0650,1411.6328
TEST_0651,158.92441
TEST_0652,225.86194
TEST_0653,281.13556
TEST_0654,562.3821
TEST_0655,469.23422
TEST_0656,580.3905
TEST_0657,39.01742
TEST_0658,39.516113
TEST_0659,508.93018
TEST_0660,512.07874
TEST_0661,104.23282
TEST_0662,1902.11
TEST_0663,94.65915
TEST_0664,388.33527
TEST_0665,117.223015
TEST_0666,54.34126
TEST_0667,91.73837
TEST_0668,370.55756
TEST_0669,694.8215
TEST_0670,413.22385
TEST_0671,251.1196
TEST_0672,165.28479
TEST_0673,289.58218
TEST_0674,1134.3644
TEST_0675,414.79767
TEST_0676,41.287663
TEST_0677,101.00702
TEST_0678,166.91794
TEST_0679,65.545845
TEST_0680,1020.48444
TEST_0681,270.62137
TEST_0682,251.68938
TEST_0683,624.28864
TEST_0684,48.518787
TEST_0685,245.86626
TEST_0686,75.4453
TEST_0687,70.840935
TEST_0688,69.40873
TEST_0689,84.13694
TEST_0690,36.143425
TEST_0691,52.47496
TEST_0692,1120.8514
TEST_0693,95.13854
TEST_0694,119.08949
TEST_0695,70.60324
TEST_0696,249.22116
TEST_0697,286.4693
TEST_0698,223.40208
TEST_0699,306.0044
TEST_0700,135.23059
TEST_0701,70.549805
TEST_0702,35.444893
TEST_0703,26.883076
TEST_0704,63.994946
TEST_0705,126.09042
TEST_0706,52.15659
TEST_0707,356.89203
TEST_0708,311.79437
TEST_0709,121.32008
TEST_0710,147.43791
TEST_0711,1523.0946
TEST_0712,170.24782
TEST_0713,851.84357
TEST_0714,247.34184
TEST_0715,61.330772
TEST_0716,43.822514
TEST_0717,37.99683
TEST_0718,212.41594
TEST_0719,1646.4368
TEST_0720,115.97623
TEST_0721,212.43155
TEST_0722,84.87296
TEST_0723,55.194016
TEST_0724,252.88704
TEST_0725,133.7069
TEST_0726,575.74133
TEST_0727,1128.0225
TEST_0728,39.435654
TEST_0729,83.05028
TEST_0730,147.07562
TEST_0731,394.03336
TEST_0732,575.986
TEST_0733,42.35185
TEST_0734,577.5124
TEST_0735,132.75945
TEST_0736,372.6323
TEST_0737,421.80963
TEST_0738,1577.6061
TEST_0739,496.42792
TEST_0740,478.98444
TEST_0741,71.152145
TEST_0742,33.601727
TEST_0743,74.06581
TEST_0744,197.0004
TEST_0745,306.12057
TEST_0746,28.207165
TEST_0747,765.3118
TEST_0748,190.37987
TEST_0749,237.6801
TEST_0750,173.2304
TEST_0751,194.62968
TEST_0752,722.9173
TEST_0753,63.72002
TEST_0754,42.414894
TEST_0755,369.29898
TEST_0756,503.98376
TEST_0757,324.81772
TEST_0758,116.567825
TEST_0759,50.978355
TEST_0760,342.91028
TEST_0761,25.981096
TEST_0762,335.94284
TEST_0763,148.04077
TEST_0764,970.29016
TEST_0765,246.68622
TEST_0766,1009.7315
TEST_0767,244.63177
TEST_0768,107.65258
TEST_0769,99.90898
TEST_0770,188.11433
TEST_0771,32.978294
TEST_0772,86.78335
TEST_0773,127.881546
TEST_0774,260.20462
TEST_0775,124.60234
TEST_0776,532.5318
TEST_0777,206.34492
TEST_0778,461.87546
TEST_0779,137.09177
TEST_0780,35.942955
TEST_0781,184.21388
TEST_0782,163.52861
TEST_0783,495.05768
TEST_0784,176.32875
TEST_0785,50.670277
TEST_0786,49.796913
TEST_0787,44.694305
TEST_0788,144.28157
TEST_0789,242.2134
TEST_0790,191.54753
TEST_0791,129.07997
TEST_0792,957.94226
TEST_0793,52.2082
TEST_0794,184.35728
TEST_0795,214.12512
TEST_0796,40.195236
TEST_0797,86.07417
TEST_0798,24.893032
TEST_0799,157.43448
TEST_0800,50.22679
TEST_0801,95.16467
TEST_0802,322.86548
TEST_0803,50.68317
TEST_0804,400.5927
TEST_0805,48.147152
TEST_0806,56.881226
TEST_0807,787.63513
TEST_0808,1742.0891
TEST_0809,36.460033
TEST_0810,129.33154
TEST_0811,29.844345
TEST_0812,87.54679
TEST_0813,144.5963
TEST_0814,68.643715
TEST_0815,53.42899
TEST_0816,336.33398
TEST_0817,77.64131
TEST_0818,89.5967
TEST_0819,41.432896
TEST_0820,684.9214
TEST_0821,31.703497
TEST_0822,123.4758
TEST_0823,25.939442
TEST_0824,44.130547
TEST_0825,50.251945
TEST_0826,465.0728
TEST_0827,78.76396
TEST_0828,49.58598
TEST_0829,558.7626
TEST_0830,648.80035
TEST_0831,158.07109
TEST_0832,57.145473
TEST_0833,214.51411
TEST_0834,37.678844
TEST_0835,333.88016
TEST_0836,464.68176
TEST_0837,24.675938
TEST_0838,31.637842
TEST_0839,114.342285
TEST_0840,59.669582
TEST_0841,183.1038
TEST_0842,82.50424
TEST_0843,327.22897
TEST_0844,35.742126
TEST_0845,94.439186
TEST_0846,846.21204
TEST_0847,189.38922
TEST_0848,108.83494
TEST_0849,49.668663
TEST_0850,40.451435
TEST_0851,42.30951
TEST_0852,56.752857
TEST_0853,286.428
TEST_0854,187.76059
TEST_0855,407.20023
TEST_0856,29.43479
TEST_0857,401.95935
TEST_0858,896.2988
TEST_0859,59.484932
TEST_0860,116.7933
TEST_0861,179.13065
TEST_0862,291.78653
TEST_0863,50.90672
TEST_0864,737.9268
TEST_0865,96.418945
TEST_0866,147.02547
TEST_0867,56.023575
TEST_0868,76.47913
TEST_0869,384.90607
TEST_0870,50.0355
TEST_0871,397.1902
TEST_0872,236.2196
TEST_0873,41.221077
TEST_0874,472.83295
TEST_0875,202.1437
TEST_0876,343.30417
TEST_0877,673.9474
TEST_0878,53.86338
TEST_0879,525.1209
TEST_0880,295.92252
TEST_0881,59.26648
TEST_0882,449.33786
TEST_0883,326.16623
TEST_0884,115.11185
TEST_0885,36.7923
TEST_0886,86.8037
TEST_0887,176.05157
TEST_0888,43.345776
TEST_0889,37.107727
TEST_0890,48.913357
TEST_0891,302.2675
TEST_0892,1529.5278
TEST_0893,37.42051
TEST_0894,38.890068
TEST_0895,123.62463
TEST_0896,113.38879
TEST_0897,246.1135
TEST_0898,40.59392
TEST_0899,418.20657
TEST_0900,70.601685
TEST_0901,218.7001
TEST_0902,50.3225
TEST_0903,325.2698
TEST_0904,171.525
TEST_0905,37.006683
TEST_0906,521.24603
TEST_0907,366.87683
TEST_0908,516.7784
TEST_0909,107.37016
TEST_0910,681.2275
TEST_0911,71.555565
TEST_0912,958.2646
TEST_0913,91.127594
TEST_0914,93.93026
TEST_0915,81.11205
TEST_0916,106.36983
TEST_0917,112.763756
TEST_0918,757.4934
TEST_0919,358.9326
TEST_0920,135.11317
TEST_0921,78.053535
TEST_0922,274.71896
TEST_0923,414.01086
TEST_0924,98.4064
TEST_0925,1314.2635
TEST_0926,97.2681
TEST_0927,262.06516
TEST_0928,991.8764
TEST_0929,195.17593
TEST_0930,411.4193
TEST_0931,57.126274
TEST_0932,38.988396
TEST_0933,35.881355
TEST_0934,47.028683
TEST_0935,19.700583
TEST_0936,63.745144
TEST_0937,294.98007
TEST_0938,35.23491
TEST_0939,61.263897
TEST_0940,534.8661
TEST_0941,47.08617
TEST_0942,31.110846
TEST_0943,2587.8342
TEST_0944,86.937775
TEST_0945,86.52229
TEST_0946,28.414528
TEST_0947,62.189377
TEST_0948,601.1483
TEST_0949,224.74637
TEST_0950,140.8491
TEST_0951,59.09326
TEST_0952,305.44507
TEST_0953,328.00122
TEST_0954,695.12366
TEST_0955,85.687706
TEST_0956,394.61823
TEST_0957,576.8039
TEST_0958,57.935688
TEST_0959,176.54572
TEST_0960,1581.1464
TEST_0961,461.59625
TEST_0962,62.407608
TEST_0963,977.0785
TEST_0964,103.287056
TEST_0965,623.50946
TEST_0966,277.41736
TEST_0967,1332.4049
TEST_0968,196.48273
TEST_0969,42.4585
TEST_0970,52.742638
TEST_0971,542.0658
TEST_0972,192.82698
TEST_0973,98.86004
TEST_0974,491.9037
TEST_0975,254.75359
TEST_0976,513.39484
TEST_0977,514.3196
TEST_0978,93.89185
TEST_0979,90.69942
TEST_0980,565.58356
TEST_0981,428.06287
TEST_0982,72.13721
TEST_0983,267.16235
TEST_0984,152.97182
TEST_0985,78.19813
TEST_0986,52.37023
TEST_0987,129.02756
TEST_0988,141.96877
TEST_0989,960.8066
TEST_0990,905.0853
TEST_0991,142.9192
TEST_0992,64.67822
TEST_0993,185.77402
TEST_0994,121.32983
TEST_0995,234.89023
TEST_0996,49.3513
TEST_0997,398.67773
TEST_0998,151.97136
TEST_0999,70.57497
TEST_1000,79.03641
TEST_1001,160.44789
TEST_1002,589.63007
TEST_1003,542.64526
TEST_1004,130.11473
TEST_1005,71.47431
TEST_1006,102.19016
TEST_1007,121.253975
TEST_1008,32.332417
TEST_1009,98.219345
TEST_1010,37.551334
TEST_1011,60.93117
TEST_1012,35.706207
TEST_1013,764.30115
TEST_1014,122.95587
TEST_1015,419.2881
TEST_1016,315.19006
TEST_1017,294.3794
TEST_1018,436.88306
TEST_1019,95.8865
TEST_1020,47.547565
TEST_1021,880.2377
TEST_1022,139.49796
TEST_1023,106.55491
TEST_1024,89.45857
TEST_1025,64.54584
TEST_1026,49.625107
TEST_1027,49.91055
TEST_1028,206.83932
TEST_1029,99.292145
TEST_1030,265.72305
TEST_1031,210.0411
TEST_1032,362.38113
TEST_1033,216.95358
TEST_1034,31.758345
TEST_1035,249.45787
TEST_1036,158.4741
TEST_1037,49.976353
TEST_1038,75.55869
TEST_1039,441.32306
TEST_1040,100.078964
TEST_1041,624.04895
TEST_1042,186.35454
TEST_1043,52.751396
TEST_1044,1233.9396
TEST_1045,87.15797
TEST_1046,136.89265
TEST_1047,495.3002
TEST_1048,426.0559
TEST_1049,45.35193
TEST_1050,1190.5759
TEST_1051,161.83212
TEST_1052,385.56848
TEST_1053,59.976326
TEST_1054,66.63238
TEST_1055,40.49526
TEST_1056,53.107273
TEST_1057,149.61823
TEST_1058,142.17155
TEST_1059,38.77593
TEST_1060,687.2792
TEST_1061,264.353
TEST_1062,198.72133
TEST_1063,2267.9695
TEST_1064,27.792015
TEST_1065,61.05891
TEST_1066,46.247124
TEST_1067,180.2435
TEST_1068,648.9023
TEST_1069,169.91093
TEST_1070,389.6059
TEST_1071,708.5769
TEST_1072,52.20971
TEST_1073,298.8589
TEST_1074,70.536415
TEST_1075,1505.1168
TEST_1076,128.56998
TEST_1077,90.48829
TEST_1078,214.3797
TEST_1079,41.906666
TEST_1080,29.398003
TEST_1081,154.69832
TEST_1082,49.04587
TEST_1083,47.908714
TEST_1084,106.29406
TEST_1085,39.603615
TEST_1086,410.35934
TEST_1087,429.123
TEST_1088,47.50482
TEST_1089,331.96915
TEST_1090,76.384964
TEST_1091,69.870575
TEST_1092,772.6498
TEST_1093,276.02408
TEST_1094,211.96472
TEST_1095,91.0562
TEST_1096,79.656906
TEST_1097,944.23474
TEST_1098,563.98035
TEST_1099,55.75654
TEST_1100,541.25366
TEST_1101,435.1138
TEST_1102,53.51911
TEST_1103,162.25005
TEST_1104,59.352867
TEST_1105,39.644894
TEST_1106,957.1455
TEST_1107,582.1197
TEST_1108,46.597996
TEST_1109,504.3216
TEST_1110,410.92145
TEST_1111,532.7248
TEST_1112,66.79127
TEST_1113,184.35419
TEST_1114,45.420696
TEST_1115,282.6712
TEST_1116,186.85909
TEST_1117,309.9104
TEST_1118,64.384926
TEST_1119,136.03107
TEST_1120,83.90395
TEST_1121,58.802658
TEST_1122,53.654236
TEST_1123,433.99707
TEST_1124,57.012787
TEST_1125,462.91217
TEST_1126,103.90852
TEST_1127,48.574474
TEST_1128,55.475792
TEST_1129,328.0204
TEST_1130,63.67985
TEST_1131,28.830395
TEST_1132,32.23869
TEST_1133,188.26134
TEST_1134,271.29153
TEST_1135,55.570133
TEST_1136,499.12247
TEST_1137,39.99521
TEST_1138,36.282413
TEST_1139,242.4658
TEST_1140,32.66497
TEST_1141,72.385956
TEST_1142,209.20316
TEST_1143,77.00692
TEST_1144,494.14902
TEST_1145,169.07883
TEST_1146,50.906055
TEST_1147,158.18877
TEST_1148,839.27673
TEST_1149,47.588432
TEST_1150,443.454
TEST_1151,148.9323
TEST_1152,104.09518
TEST_1153,73.54024
TEST_1154,57.87848
TEST_1155,423.5949
TEST_1156,85.91417
TEST_1157,189.66063
TEST_1158,214.09515
TEST_1159,35.900158
TEST_1160,182.13922
TEST_1161,28.019642
TEST_1162,204.62396
TEST_1163,388.59027
